prefix_1,prefix_2,prefix_3,stem,suffix_1,suffix_2,suffix_3,full_word
,,እንዳል,ገድል,ህ,,,እንዳልገድልህ
,,እንዳል,ገድል,ሽ,,,እንዳልገድልሽ
,,እንዳል,ገድል,አችሁ,,,እንዳልገድልአችሁ
,,እንዳል,ገድል,ኧው,,,እንዳልገድልኧው
,,እንዳል,ገድል,አት,,,እንዳልገድልአት
,,እንዳል,ገድል,አቸው,,,እንዳልገድልአቸው
,,እንዳን,ገድል,ህ,,,እንዳንገድልህ
,,እንዳን,ገድል,ሽ,,,እንዳንገድልሽ
,,እንዳን,ገድል,አችሁ,,,እንዳንገድልአችሁ
,,እንዳን,ገድል,ኧው,,,እንዳንገድልኧው
,,እንዳን,ገድል,አት,,,እንዳንገድልአት
,,እንዳን,ገድል,አቸው,,,እንዳንገድልአቸው
,,እንዳት,ገድል,ኧኝ,,,እንዳትገድልኧኝ
,,እንዳት,ገድል,ኧን,,,እንዳትገድልኧን
,,እንዳት,ገድል,ኧው,,,እንዳትገድልኧው
,,እንዳት,ገድል,አት,,,እንዳትገድልአት
,,እንዳት,ገድል,አቸው,,,እንዳትገድልአቸው
,,እንዳይ,ገድል,ኧኝ,,,እንዳይገድልኧኝ
,,እንዳይ,ገድል,ኧን,,,እንዳይገድልኧን
,,እንዳይ,ገድል,ኧው,,,እንዳይገድልኧው
,,እንዳይ,ገድል,አት,,,እንዳይገድልአት
,,እንዳይ,ገድል,አቸው,,,እንዳይገድልአቸው
,,እንዳት,ገድይ,ኝ,,,እንዳትገድይኝ
,,እንዳት,ገድይ,ን,,,እንዳትገድይን
,,እንዳት,ገድይ,ው,,,እንዳትገድይው
,,እንዳት,ገድይ,አት,,,እንዳትገድይአት
,,እንዳት,ገድይ,አቸው,,,እንዳትገድይአቸው
,,እንዳት,ገድል,ኡ,ኝ,,እንዳትገድልኡኝ
,,እንዳት,ገድል,ኡ,ን,,እንዳትገድልኡን
,,እንዳት,ገድል,ኡ,ት,,እንዳትገድልኡት
,,እንዳት,ገድል,ኡ,አት,,እንዳትገድልኡአት
,,እንዳት,ገድል,ኡ,አቸው,,እንዳትገድልኡአቸው
,,እንዳይ,ገድል,ኡ,ኝ,,እንዳይገድልኡኝ
,,እንዳይ,ገድል,ኡ,ን,,እንዳይገድልኡን
,,እንዳይ,ገድል,ኡ,ት,,እንዳይገድልኡት
,,እንዳይ,ገድል,ኡ,አት,,እንዳይገድልኡአት
,,እንዳይ,ገድል,ኡ,አቸው,,እንዳይገድልኡአቸው
,,እንዳል,ገድል,ብህ,,,እንዳልገድልብህ
,,እንዳል,ገድል,ብሽ,,,እንዳልገድልብሽ
,,እንዳል,ገድል,ባችሁ,,,እንዳልገድልባችሁ
,,እንዳል,ገድል,በት,,,እንዳልገድልበት
,,እንዳል,ገድል,ባት,,,እንዳልገድልባት
,,እንዳል,ገድል,ባቸው,,,እንዳልገድልባቸው
,,እንዳን,ገድል,ብህ,,,እንዳንገድልብህ
,,እንዳን,ገድል,ብሽ,,,እንዳንገድልብሽ
,,እንዳን,ገድል,ባችሁ,,,እንዳንገድልባችሁ
,,እንዳን,ገድል,በት,,,እንዳንገድልበት
,,እንዳን,ገድል,ባት,,,እንዳንገድልባት
,,እንዳን,ገድል,ባቸው,,,እንዳንገድልባቸው
,,እንዳት,ገድል,ብኝ,,,እንዳትገድልብኝ
,,እንዳት,ገድል,ብን,,,እንዳትገድልብን
,,እንዳት,ገድል,በት,,,እንዳትገድልበት
,,እንዳት,ገድል,ባት,,,እንዳትገድልባት
,,እንዳት,ገድል,ባቸው,,,እንዳትገድልባቸው
,,እንዳይ,ገድል,ብኝ,,,እንዳይገድልብኝ
,,እንዳይ,ገድል,ብን,,,እንዳይገድልብን
,,እንዳይ,ገድል,በት,,,እንዳይገድልበት
,,እንዳይ,ገድል,ባት,,,እንዳይገድልባት
,,እንዳይ,ገድል,ባቸው,,,እንዳይገድልባቸው
,,እንዳት,ገድይ,ብኝ,,,እንዳትገድይብኝ
,,እንዳት,ገድይ,ብን,,,እንዳትገድይብን
,,እንዳት,ገድይ,በት,,,እንዳትገድይበት
,,እንዳት,ገድይ,ባት,,,እንዳትገድይባት
,,እንዳት,ገድይ,ባቸው,,,እንዳትገድይባቸው
,,እንዳት,ገድል,ኡ,ብኝ,,እንዳትገድልኡብኝ
,,እንዳት,ገድል,ኡ,ብን,,እንዳትገድልኡብን
,,እንዳት,ገድል,ኡ,በት,,እንዳትገድልኡበት
,,እንዳት,ገድል,ኡ,ባት,,እንዳትገድልኡባት
,,እንዳት,ገድል,ኡ,ባቸው,,እንዳትገድልኡባቸው
,,እንዳይ,ገድል,ኡ,ብኝ,,እንዳይገድልኡብኝ
,,እንዳይ,ገድል,ኡ,ብን,,እንዳይገድልኡብን
,,እንዳይ,ገድል,ኡ,በት,,እንዳይገድልኡበት
,,እንዳይ,ገድል,ኡ,ባት,,እንዳይገድልኡባት
,,እንዳይ,ገድል,ኡ,ባቸው,,እንዳይገድልኡባቸው
,እንዳል,አስ,ገድል,ህ,,,እንዳልአስገድልህ
,እንዳል,አስ,ገድል,ሽ,,,እንዳልአስገድልሽ
,እንዳል,አስ,ገድል,አችሁ,,,እንዳልአስገድልአችሁ
,እንዳል,አስ,ገድል,ኧው,,,እንዳልአስገድልኧው
,እንዳል,አስ,ገድል,አት,,,እንዳልአስገድልአት
,እንዳል,አስ,ገድል,አቸው,,,እንዳልአስገድልአቸው
,እንዳን,አስ,ገድል,ህ,,,እንዳንአስገድልህ
,እንዳን,አስ,ገድል,ሽ,,,እንዳንአስገድልሽ
,እንዳን,አስ,ገድል,አችሁ,,,እንዳንአስገድልአችሁ
,እንዳን,አስ,ገድል,ኧው,,,እንዳንአስገድልኧው
,እንዳን,አስ,ገድል,አት,,,እንዳንአስገድልአት
,እንዳን,አስ,ገድል,አቸው,,,እንዳንአስገድልአቸው
,እንዳት,አስ,ገድል,ኧኝ,,,እንዳትአስገድልኧኝ
,እንዳት,አስ,ገድል,ኧን,,,እንዳትአስገድልኧን
,እንዳት,አስ,ገድል,ኧው,,,እንዳትአስገድልኧው
,እንዳት,አስ,ገድል,አት,,,እንዳትአስገድልአት
,እንዳት,አስ,ገድል,አቸው,,,እንዳትአስገድልአቸው
,እንዳይ,አስ,ገድል,ኧኝ,,,እንዳይአስገድልኧኝ
,እንዳይ,አስ,ገድል,ኧን,,,እንዳይአስገድልኧን
,እንዳይ,አስ,ገድል,ኧው,,,እንዳይአስገድልኧው
,እንዳይ,አስ,ገድል,አት,,,እንዳይአስገድልአት
,እንዳይ,አስ,ገድል,አቸው,,,እንዳይአስገድልአቸው
,እንዳት,አስ,ገድይ,ኝ,,,እንዳትአስገድይኝ
,እንዳት,አስ,ገድይ,ን,,,እንዳትአስገድይን
,እንዳት,አስ,ገድይ,ው,,,እንዳትአስገድይው
,እንዳት,አስ,ገድይ,አት,,,እንዳትአስገድይአት
,እንዳት,አስ,ገድይ,አቸው,,,እንዳትአስገድይአቸው
,እንዳት,አስ,ገድል,ኡ,ኝ,,እንዳትአስገድልኡኝ
,እንዳት,አስ,ገድል,ኡ,ን,,እንዳትአስገድልኡን
,እንዳት,አስ,ገድል,ኡ,ት,,እንዳትአስገድልኡት
,እንዳት,አስ,ገድል,ኡ,አት,,እንዳትአስገድልኡአት
,እንዳት,አስ,ገድል,ኡ,አቸው,,እንዳትአስገድልኡአቸው
,እንዳይ,አስ,ገድል,ኡ,ኝ,,እንዳይአስገድልኡኝ
,እንዳይ,አስ,ገድል,ኡ,ን,,እንዳይአስገድልኡን
,እንዳይ,አስ,ገድል,ኡ,ት,,እንዳይአስገድልኡት
,እንዳይ,አስ,ገድል,ኡ,አት,,እንዳይአስገድልኡአት
,እንዳይ,አስ,ገድል,ኡ,አቸው,,እንዳይአስገድልኡአቸው
,እንዳል,አስ,ገድል,ብህ,,,እንዳልአስገድልብህ
,እንዳል,አስ,ገድል,ብሽ,,,እንዳልአስገድልብሽ
,እንዳል,አስ,ገድል,ባችሁ,,,እንዳልአስገድልባችሁ
,እንዳል,አስ,ገድል,በት,,,እንዳልአስገድልበት
,እንዳል,አስ,ገድል,ባት,,,እንዳልአስገድልባት
,እንዳል,አስ,ገድል,ባቸው,,,እንዳልአስገድልባቸው
,እንዳን,አስ,ገድል,ብህ,,,እንዳንአስገድልብህ
,እንዳን,አስ,ገድል,ብሽ,,,እንዳንአስገድልብሽ
,እንዳን,አስ,ገድል,ባችሁ,,,እንዳንአስገድልባችሁ
,እንዳን,አስ,ገድል,በት,,,እንዳንአስገድልበት
,እንዳን,አስ,ገድል,ባት,,,እንዳንአስገድልባት
,እንዳን,አስ,ገድል,ባቸው,,,እንዳንአስገድልባቸው
,እንዳት,አስ,ገድል,ብኝ,,,እንዳትአስገድልብኝ
,እንዳት,አስ,ገድል,ብን,,,እንዳትአስገድልብን
,እንዳት,አስ,ገድል,በት,,,እንዳትአስገድልበት
,እንዳት,አስ,ገድል,ባት,,,እንዳትአስገድልባት
,እንዳት,አስ,ገድል,ባቸው,,,እንዳትአስገድልባቸው
,እንዳይ,አስ,ገድል,ብኝ,,,እንዳይአስገድልብኝ
,እንዳይ,አስ,ገድል,ብን,,,እንዳይአስገድልብን
,እንዳይ,አስ,ገድል,በት,,,እንዳይአስገድልበት
,እንዳይ,አስ,ገድል,ባት,,,እንዳይአስገድልባት
,እንዳይ,አስ,ገድል,ባቸው,,,እንዳይአስገድልባቸው
,,እንዳት,ገድይ,አስ,ብኝ,,እንዳትገድይአስብኝ
,,እንዳት,ገድይ,አስ,ብን,,እንዳትገድይአስብን
,,እንዳት,ገድይ,አስ,በት,,እንዳትገድይአስበት
,,እንዳት,ገድይ,አስ,ባት,,እንዳትገድይአስባት
,,እንዳት,ገድይ,አስ,ባቸው,,እንዳትገድይአስባቸው
,እንዳት,አስ,ገድል,ኡ,ብኝ,,እንዳትአስገድልኡብኝ
,እንዳት,አስ,ገድል,ኡ,ብን,,እንዳትአስገድልኡብን
,እንዳት,አስ,ገድል,ኡ,በት,,እንዳትአስገድልኡበት
,እንዳት,አስ,ገድል,ኡ,ባት,,እንዳትአስገድልኡባት
,እንዳት,አስ,ገድል,ኡ,ባቸው,,እንዳትአስገድልኡባቸው
,እንዳይ,አስ,ገድል,ኡ,ብኝ,,እንዳይአስገድልኡብኝ
,እንዳይ,አስ,ገድል,ኡ,ብን,,እንዳይአስገድልኡብን
,እንዳይ,አስ,ገድል,ኡ,በት,,እንዳይአስገድልኡበት
,እንዳይ,አስ,ገድል,ኡ,ባት,,እንዳይአስገድልኡባት
,እንዳይ,አስ,ገድል,ኡ,ባቸው,,እንዳይአስገድልኡባቸው
,,መ,ገደል,ን,,,መገደልን
,,መ,ገደል,ም,,,መገደልም
,,መ,ገደል,ስ,,,መገደልስ
,,አለመ,ገደል,ን,,,አለመገደልን
,,አለመ,ገደል,ም,,,አለመገደልም
,,አለመ,ገደል,ስ,,,አለመገደልስ
,,መ,ገደል,ኤ,ን,,መገደልኤን
,,መ,ገደል,ኤ,ም,,መገደልኤም
,,መ,ገደል,ኤ,ስ,,መገደልኤስ
,,መ,ገደል,አችን,ን,,መገደልአችንን
,,መ,ገደል,አችን,ም,,መገደልአችንም
,,መ,ገደል,አችን,ስ,,መገደልአችንስ
,,መ,ገደል,ህ,ን,,መገደልህን
,,መ,ገደል,ህ,ም,,መገደልህም
,,መ,ገደል,ህ,ስ,,መገደልህስ
,,መ,ገደል,ሽ,ን,,መገደልሽን
,,መ,ገደል,ሽ,ም,,መገደልሽም
,,መ,ገደል,ሽ,ስ,,መገደልሽስ
,,መ,ገደል,አችሁ,ን,,መገደልአችሁን
,,መ,ገደል,አችሁ,ም,,መገደልአችሁም
,,መ,ገደል,አችሁ,ስ,,መገደልአችሁስ
,,መ,ገደል,ኡ,ን,,መገደልኡን
,,መ,ገደል,ኡ,ም,,መገደልኡም
,,መ,ገደል,ኡ,ስ,,መገደልኡስ
,,መ,ገደል,ኋ,ን,,መገደልኋን
,,መ,ገደል,ኋ,ም,,መገደልኋም
,,መ,ገደል,ኋ,ስ,,መገደልኋስ
,,መ,ገደል,አቸው,ን,,መገደልአቸውን
,,መ,ገደል,አቸው,ም,,መገደልአቸውም
,,መ,ገደል,አቸው,ስ,,መገደልአቸውስ
,,አለመ,ገደል,ኤ,ን,,አለመገደልኤን
,,አለመ,ገደል,ኤ,ም,,አለመገደልኤም
,,አለመ,ገደል,ኤ,ስ,,አለመገደልኤስ
,,አለመ,ገደል,አችን,ን,,አለመገደልአችንን
,,አለመ,ገደል,አችን,ም,,አለመገደልአችንም
,,አለመ,ገደል,አችን,ስ,,አለመገደልአችንስ
,,አለመ,ገደል,ህ,ን,,አለመገደልህን
,,አለመ,ገደል,ህ,ም,,አለመገደልህም
,,አለመ,ገደል,ህ,ስ,,አለመገደልህስ
,,አለመ,ገደል,ሽ,ን,,አለመገደልሽን
,,አለመ,ገደል,ሽ,ም,,አለመገደልሽም
,,አለመ,ገደል,ሽ,ስ,,አለመገደልሽስ
,,አለመ,ገደል,አችሁ,ን,,አለመገደልአችሁን
,,አለመ,ገደል,አችሁ,ም,,አለመገደልአችሁም
,,አለመ,ገደል,አችሁ,ስ,,አለመገደልአችሁስ
,,አለመ,ገደል,ኡ,ን,,አለመገደልኡን
,,አለመ,ገደል,ኡ,ም,,አለመገደልኡም
,,አለመ,ገደል,ኡ,ስ,,አለመገደልኡስ
,,አለመ,ገደል,ኋ,ን,,አለመገደልኋን
,,አለመ,ገደል,ኋ,ም,,አለመገደልኋም
,,አለመ,ገደል,ኋ,ስ,,አለመገደልኋስ
,,አለመ,ገደል,አቸው,ን,,አለመገደልአቸውን
,,አለመ,ገደል,አቸው,ም,,አለመገደልአቸውም
,,አለመ,ገደል,አቸው,ስ,,አለመገደልአቸውስ
,,መ,ገደል,ኤ,ን,ም,መገደልኤንም
,,መ,ገደል,ኤ,ን,ስ,መገደልኤንስ
,,መ,ገደል,አችን,ን,ም,መገደልአችንንም
,,መ,ገደል,አችን,ን,ስ,መገደልአችንንስ
,,መ,ገደል,ህ,ን,ም,መገደልህንም
,,መ,ገደል,ህ,ን,ስ,መገደልህንስ
,,መ,ገደል,ሽ,ን,ም,መገደልሽንም
,,መ,ገደል,ሽ,ን,ስ,መገደልሽንስ
,,መ,ገደል,አችሁ,ን,ም,መገደልአችሁንም
,,መ,ገደል,አችሁ,ን,ስ,መገደልአችሁንስ
,,መ,ገደል,ኡ,ን,ም,መገደልኡንም
,,መ,ገደል,ኡ,ን,ስ,መገደልኡንስ
,,መ,ገደል,ኋ,ን,ም,መገደልኋንም
,,መ,ገደል,ኋ,ን,ስ,መገደልኋንስ
,,መ,ገደል,አቸው,ን,ም,መገደልአቸውንም
,,መ,ገደል,አቸው,ን,ስ,መገደልአቸውንስ
,,አለመ,ገደል,ኤ,ን,ም,አለመገደልኤንም
,,አለመ,ገደል,ኤ,ን,ስ,አለመገደልኤንስ
,,አለመ,ገደል,አችን,ን,ም,አለመገደልአችንንም
,,አለመ,ገደል,አችን,ን,ስ,አለመገደልአችንንስ
,,አለመ,ገደል,ህ,ን,ም,አለመገደልህንም
,,አለመ,ገደል,ህ,ን,ስ,አለመገደልህንስ
,,አለመ,ገደል,ሽ,ን,ም,አለመገደልሽንም
,,አለመ,ገደል,ሽ,ን,ስ,አለመገደልሽንስ
,,አለመ,ገደል,አችሁ,ን,ም,አለመገደልአችሁንም
,,አለመ,ገደል,አችሁ,ን,ስ,አለመገደልአችሁንስ
,,አለመ,ገደል,ኡ,ን,ም,አለመገደልኡንም
,,አለመ,ገደል,ኡ,ን,ስ,አለመገደልኡንስ
,,አለመ,ገደል,ኋ,ን,ም,አለመገደልኋንም
,,አለመ,ገደል,ኋ,ን,ስ,አለመገደልኋንስ
,,አለመ,ገደል,አቸው,ን,ም,አለመገደልአቸውንም
,,አለመ,ገደል,አቸው,ን,ስ,አለመገደልአቸውንስ
,መ,አስ,ገደል,ን,,,መአስገደልን
,መ,አስ,ገደል,ም,,,መአስገደልም
,መ,አስ,ገደል,ስ,,,መአስገደልስ
,አለመ,አስ,ገደል,ን,,,አለመአስገደልን
,አለመ,አስ,ገደል,ም,,,አለመአስገደልም
,አለመ,አስ,ገደል,ስ,,,አለመአስገደልስ
,መ,አስ,ገደል,ኤ,ን,,መአስገደልኤን
,መ,አስ,ገደል,ኤ,ም,,መአስገደልኤም
,መ,አስ,ገደል,ኤ,ስ,,መአስገደልኤስ
,መ,አስ,ገደል,አችን,ን,,መአስገደልአችንን
,መ,አስ,ገደል,አችን,ም,,መአስገደልአችንም
,መ,አስ,ገደል,አችን,ስ,,መአስገደልአችንስ
,መ,አስ,ገደል,ህ,ን,,መአስገደልህን
,መ,አስ,ገደል,ህ,ም,,መአስገደልህም
,መ,አስ,ገደል,ህ,ስ,,መአስገደልህስ
,መ,አስ,ገደል,ሽ,ን,,መአስገደልሽን
,መ,አስ,ገደል,ሽ,ም,,መአስገደልሽም
,መ,አስ,ገደል,ሽ,ስ,,መአስገደልሽስ
,መ,አስ,ገደል,አችሁ,ን,,መአስገደልአችሁን
,መ,አስ,ገደል,አችሁ,ም,,መአስገደልአችሁም
,መ,አስ,ገደል,አችሁ,ስ,,መአስገደልአችሁስ
,መ,አስ,ገደል,ኡ,ን,,መአስገደልኡን
,መ,አስ,ገደል,ኡ,ም,,መአስገደልኡም
,መ,አስ,ገደል,ኡ,ስ,,መአስገደልኡስ
,መ,አስ,ገደል,ኋ,ን,,መአስገደልኋን
,መ,አስ,ገደል,ኋ,ም,,መአስገደልኋም
,መ,አስ,ገደል,ኋ,ስ,,መአስገደልኋስ
,መ,አስ,ገደል,አቸው,ን,,መአስገደልአቸውን
,መ,አስ,ገደል,አቸው,ም,,መአስገደልአቸውም
,መ,አስ,ገደል,አቸው,ስ,,መአስገደልአቸውስ
,አለመ,አስ,ገደል,ኤ,ን,,አለመአስገደልኤን
,አለመ,አስ,ገደል,ኤ,ም,,አለመአስገደልኤም
,አለመ,አስ,ገደል,ኤ,ስ,,አለመአስገደልኤስ
,አለመ,አስ,ገደል,አችን,ን,,አለመአስገደልአችንን
,አለመ,አስ,ገደል,አችን,ም,,አለመአስገደልአችንም
,አለመ,አስ,ገደል,አችን,ስ,,አለመአስገደልአችንስ
,አለመ,አስ,ገደል,ህ,ን,,አለመአስገደልህን
,አለመ,አስ,ገደል,ህ,ም,,አለመአስገደልህም
,አለመ,አስ,ገደል,ህ,ስ,,አለመአስገደልህስ
,አለመ,አስ,ገደል,ሽ,ን,,አለመአስገደልሽን
,አለመ,አስ,ገደል,ሽ,ም,,አለመአስገደልሽም
,አለመ,አስ,ገደል,ሽ,ስ,,አለመአስገደልሽስ
,አለመ,አስ,ገደል,አችሁ,ን,,አለመአስገደልአችሁን
,አለመ,አስ,ገደል,አችሁ,ም,,አለመአስገደልአችሁም
,አለመ,አስ,ገደል,አችሁ,ስ,,አለመአስገደልአችሁስ
,አለመ,አስ,ገደል,ኡ,ን,,አለመአስገደልኡን
,አለመ,አስ,ገደል,ኡ,ም,,አለመአስገደልኡም
,አለመ,አስ,ገደል,ኡ,ስ,,አለመአስገደልኡስ
,አለመ,አስ,ገደል,ኋ,ን,,አለመአስገደልኋን
,አለመ,አስ,ገደል,ኋ,ም,,አለመአስገደልኋም
,አለመ,አስ,ገደል,ኋ,ስ,,አለመአስገደልኋስ
,አለመ,አስ,ገደል,አቸው,ን,,አለመአስገደልአቸውን
,አለመ,አስ,ገደል,አቸው,ም,,አለመአስገደልአቸውም
,አለመ,አስ,ገደል,አቸው,ስ,,አለመአስገደልአቸውስ
,መ,አስ,ገደል,ኤ,ን,ም,መአስገደልኤንም
,መ,አስ,ገደል,ኤ,ን,ስ,መአስገደልኤንስ
,መ,አስ,ገደል,አችን,ን,ም,መአስገደልአችንንም
,መ,አስ,ገደል,አችን,ን,ስ,መአስገደልአችንንስ
,መ,አስ,ገደል,ህ,ን,ም,መአስገደልህንም
,መ,አስ,ገደል,ህ,ን,ስ,መአስገደልህንስ
,መ,አስ,ገደል,ሽ,ን,ም,መአስገደልሽንም
,መ,አስ,ገደል,ሽ,ን,ስ,መአስገደልሽንስ
,መ,አስ,ገደል,አችሁ,ን,ም,መአስገደልአችሁንም
,መ,አስ,ገደል,አችሁ,ን,ስ,መአስገደልአችሁንስ
,መ,አስ,ገደል,ኡ,ን,ም,መአስገደልኡንም
,መ,አስ,ገደል,ኡ,ን,ስ,መአስገደልኡንስ
,መ,አስ,ገደል,ኋ,ን,ም,መአስገደልኋንም
,መ,አስ,ገደል,ኋ,ን,ስ,መአስገደልኋንስ
,መ,አስ,ገደል,አቸው,ን,ም,መአስገደልአቸውንም
,መ,አስ,ገደል,አቸው,ን,ስ,መአስገደልአቸውንስ
,አለመ,አስ,ገደል,ኤ,ን,ም,አለመአስገደልኤንም
,አለመ,አስ,ገደል,ኤ,ን,ስ,አለመአስገደልኤንስ
,አለመ,አስ,ገደል,አችን,ን,ም,አለመአስገደልአችንንም
,አለመ,አስ,ገደል,አችን,ን,ስ,አለመአስገደልአችንንስ
,አለመ,አስ,ገደል,ህ,ን,ም,አለመአስገደልህንም
,አለመ,አስ,ገደል,ህ,ን,ስ,አለመአስገደልህንስ
,አለመ,አስ,ገደል,ሽ,ን,ም,አለመአስገደልሽንም
,አለመ,አስ,ገደል,ሽ,ን,ስ,አለመአስገደልሽንስ
,አለመ,አስ,ገደል,አችሁ,ን,ም,አለመአስገደልአችሁንም
,አለመ,አስ,ገደል,አችሁ,ን,ስ,አለመአስገደልአችሁንስ
,አለመ,አስ,ገደል,ኡ,ን,ም,አለመአስገደልኡንም
,አለመ,አስ,ገደል,ኡ,ን,ስ,አለመአስገደልኡንስ
,አለመ,አስ,ገደል,ኋ,ን,ም,አለመአስገደልኋንም
,አለመ,አስ,ገደል,ኋ,ን,ስ,አለመአስገደልኋንስ
,አለመ,አስ,ገደል,አቸው,ን,ም,አለመአስገደልአቸውንም
,አለመ,አስ,ገደል,አቸው,ን,ስ,አለመአስገደልአቸውንስ
,ከ,መ,ገደል,ም,,,ከመገደልም
,ከ,መ,ገደል,ስ,,,ከመገደልስ
,ከ,አለመ,ገደል,ም,,,ከአለመገደልም
,ከ,አለመ,ገደል,ስ,,,ከአለመገደልስ
ከ,መ,አስ,ገደል,ም,,,ከመአስገደልም
ከ,መ,አስ,ገደል,ስ,,,ከመአስገደልስ
ከ,አለመ,አስ,ገደል,ም,,,ከአለመአስገደልም
ከ,አለመ,አስ,ገደል,ስ,,,ከአለመአስገደልስ
,,እ,ገደል,አለሁ,,,እገደልአለሁ
,,እን,ገደል,አለን,,,እንገደልአለን
,,ት,ገደል,አለህ,,,ትገደልአለህ
,,ት,ገደይ,አለሽ,,,ትገደይአለሽ
,,ት,ገደል,አላችሁ,,,ትገደልአላችሁ
,,ይ,ገደል,አል,,,ይገደልአል
,,ት,ገደል,አለች,,,ትገደልአለች
,,ይ,ገደል,አሉ,,,ይገደልአሉ
,,አል,ገደል,ም,,,አልገደልም
,,አን,ገደል,ም,,,አንገደልም
,,አይ,ገደል,ም,,,አይገደልም
,,አት,ገደል,ም,,,አትገደልም
,,ይ,ገደል,ኡ,ም,,ይገደልኡም
,,ተ,ገደል,ኡ,ም,,ተገደልኡም
,,አይ,ገደል,ኡ,ም,,አይገደልኡም
,,አት,ገደል,ኡ,ም,,አትገደልኡም
,,ተ,ገደይ,ም,,,ተገደይም
,,አት,ገደይ,ም,,,አትገደይም
,,አል,ገደል,ኩም,,,አልገደልኩም
,,አል,ገደል,ንም,,,አልገደልንም
,,አል,ገደል,ክም,,,አልገደልክም
,,አል,ገደል,ሽም,,,አልገደልሽም
,,አል,ገደል,አችሁም,,,አልገደልአችሁም
,,አል,ገደል,ኧም,,,አልገደልኧም
,,አል,ገደል,ኧችም,,,አልገደልኧችም
,,አል,ገደል,ኡም,,,አልገደልኡም
,,አልተ,ገደል,ኩም,,,አልተገደልኩም
,,አልተ,ገደል,ንም,,,አልተገደልንም
,,አልተ,ገደል,ክም,,,አልተገደልክም
,,አልተ,ገደል,ሽም,,,አልተገደልሽም
,,አልተ,ገደል,አችሁም,,,አልተገደልአችሁም
,,አልተ,ገደል,ኧም,,,አልተገደልኧም
,,አልተ,ገደል,ኧችም,,,አልተገደልኧችም
,,አልተ,ገደል,ኡም,,,አልተገደልኡም
,,ሳል,ገደል,,,,ሳልገደል
,,ሳን,ገደል,,,,ሳንገደል
,,ሳይ,ገደል,,,,ሳይገደል
,,ሳት,ገደል,,,,ሳትገደል
,,ሳት,ገደይ,,,,ሳትገደይ
,,ሳት,ገደል,ኡ,,,ሳትገደልኡ
,,ሳይ,ገደል,ኡ,,,ሳይገደልኡ
,,እየ,ገደል,ኩ,ህ,ም,እየገደልኩህም
,,እየ,ገደል,ኩ,ሽ,ም,እየገደልኩሽም
,,እየ,ገደል,ኩ,ት,ም,እየገደልኩትም
,,እየ,ገደል,ኩ,አት,ም,እየገደልኩአትም
,,እየ,ገደል,ኩ,አቸው,ም,እየገደልኩአቸውም
,,ከ,ገደል,ኩ,ህ,ም,ከገደልኩህም
,,ከ,ገደል,ኩ,ሽ,ም,ከገደልኩሽም
,,ከ,ገደል,ኩ,ት,ም,ከገደልኩትም
,,ከ,ገደል,ኩ,አት,ም,ከገደልኩአትም
,,ከ,ገደል,ኩ,አቸው,ም,ከገደልኩአቸውም
,,ስለ,ገደል,ኩ,ህ,ም,ስለገደልኩህም
,,ስለ,ገደል,ኩ,ሽ,ም,ስለገደልኩሽም
,,ስለ,ገደል,ኩ,ት,ም,ስለገደልኩትም
,,ስለ,ገደል,ኩ,አት,ም,ስለገደልኩአትም
,,ስለ,ገደል,ኩ,አቸው,ም,ስለገደልኩአቸውም
,,እየ,ገደል,ን,ህ,ም,እየገደልንህም
,,እየ,ገደል,ን,ሽ,ም,እየገደልንሽም
,,እየ,ገደል,ን,ኧው,ም,እየገደልንኧውም
,,እየ,ገደል,ን,አት,ም,እየገደልንአትም
,,እየ,ገደል,ን,አቸው,ም,እየገደልንአቸውም
,,ከ,ገደል,ን,ህ,ም,ከገደልንህም
,,ከ,ገደል,ን,ሽ,ም,ከገደልንሽም
,,ከ,ገደል,ን,ኧው,ም,ከገደልንኧውም
,,ከ,ገደል,ን,አት,ም,ከገደልንአትም
,,ከ,ገደል,ን,አቸው,ም,ከገደልንአቸውም
,,ስለ,ገደል,ን,ህ,ም,ስለገደልንህም
,,ስለ,ገደል,ን,ሽ,ም,ስለገደልንሽም
,,ስለ,ገደል,ን,ኧው,ም,ስለገደልንኧውም
,,ስለ,ገደል,ን,አት,ም,ስለገደልንአትም
,,ስለ,ገደል,ን,አቸው,ም,ስለገደልንአቸውም
,,እየ,ገደል,ክ,ኧኝ,ም,እየገደልክኧኝም
,,እየ,ገደል,ክ,ኧን,ም,እየገደልክኧንም
,,እየ,ገደል,ክ,ኧው,ም,እየገደልክኧውም
,,እየ,ገደል,ክ,አት,ም,እየገደልክአትም
,,እየ,ገደል,ክ,አቸው,ም,እየገደልክአቸውም
,,ከ,ገደል,ክ,ኧኝ,ም,ከገደልክኧኝም
,,ከ,ገደል,ክ,ኧን,ም,ከገደልክኧንም
,,ከ,ገደል,ክ,ኧው,ም,ከገደልክኧውም
,,ከ,ገደል,ክ,አት,ም,ከገደልክአትም
,,ከ,ገደል,ክ,አቸው,ም,ከገደልክአቸውም
,,ስለ,ገደል,ክ,ኧኝ,ም,ስለገደልክኧኝም
,,ስለ,ገደል,ክ,ኧን,ም,ስለገደልክኧንም
,,ስለ,ገደል,ክ,ኧው,ም,ስለገደልክኧውም
,,ስለ,ገደል,ክ,አት,ም,ስለገደልክአትም
,,ስለ,ገደል,ክ,አቸው,ም,ስለገደልክአቸውም
